1996	11	26.7	17.9	0.67	15.4	9.8	78.7	73.0	8	9.1
1996	12	21.1	13.3	0.63	16.2	10.4	77.8	73.3	7	9.3
1997	01	9.0	5.7	0.63	16.5	10.5	74.0	73.4	9	9.3
1997	02	11.3	7.6	0.67	17.4	11.0	73.8	73.7	11	9.2
1997	03	14.4	8.7	0.60	20.4	13.5	73.5	75.1	8	8.9
1997	04	24.5	15.5	0.63	24.0	16.5	74.5	76.8	10	8.5
1997	05	28.6	18.5	0.65	26.4	18.4	74.6	78.4	8	8.5
1997	06	22.1	12.7	0.57	29.0	20.4	71.7	80.1	7	8.5
1997	07	17.0	10.4	0.61	32.4	22.7	71.1	81.8	6	8.4
1997	08	36.7	24.4	0.66	35.9	25.1	79.0	83.4	7	8.2
1997	09	58.2	51.3	0.88	40.5	28.4	96.2	85.7	10	8.3
1997	10	33.6	23.8	0.71	45.4	31.9	84.9	88.6	10	8.5
1997	11	53.5	39.0	0.73	49.3	35.0	99.5	91.3	11	8.9
1997	12	57.9	41.2	0.71	54.2	39.0	98.8	94.2	4	9.5
1998	01	51.8	31.9	0.62	60.6	43.8	93.4	97.5	8	9.8
1998	02	54.4	40.3	0.74	67.4	49.0	93.4	101.7	8	10.5
1998	03	81.8	54.8	0.67	73.3	53.5	109.1	105.8	13	11.0
1998	04	73.6	53.4	0.73	77.7	56.6	108.3	108.9	10	11.3
1998	05	74.3	56.3	0.76	81.4	59.4	106.7	112.0	18	11.6
1998	06	93.6	70.7	0.76	85.9	62.5	108.4	115.8	10	12.0
1998	07	98.3	66.6	0.68	90.3	65.5	114.0	120.0	11	12.3
1998	08	118.6	92.2	0.78	93.7	67.8	136.0	124.1	18	12.5
1998	09	119.0	92.9	0.78	96.1	69.5	138.3	126.8	13	12.7
1998	10	77.0	55.5	0.72	97.7	70.5	117.3	127.9	13	12.8
1998	11	99.5	74.0	0.74	101.3	73.0	140.2	130.0	16	12.5
1998	12	120.8	81.9	0.68	108.8	77.9	150.1	134.3	8	12.0
1999	01	94.3	62.0	0.66	116.5	82.6	142.6	139.0	10	11.8
1999	02	93.4	66.3	0.71	120.2	84.6	142.0	142.6	12	11.6
1999	03	100.5	68.8	0.68	120.5	83.8	126.3	144.0	14	11.8
1999	04	92.9	63.7	0.69	123.8	85.5	117.2	145.8	12	12.3
1999	05	140.5	106.4	0.76	131.7	90.5	148.6	149.9	8	12.4
1999	06	208.3	137.7	0.66	136.0	93.1	169.8	152.9	7	12.4
1999	07	169.2	113.5	0.67	138.0	94.3	165.6	154.4	10	12.6
1999	08	136.1	93.7	0.69	142.8	97.5	170.8	156.3	15	12.9
1999	09	107.4	71.5	0.67	150.0	102.3	135.7	161.0	19	12.9
1999	10	167.7	116.7	0.70	158.5	107.8	164.8	167.2	19	12.8
1999	11	199.3	133.2	0.67	164.7	111.0	191.5	171.5	14	13.2
1999	12	123.5	84.6	0.69	165.9	111.1	169.8	173.4	10	13.8
2000	01	140.8	90.1	0.64	168.0	112.9	158.1	175.5	13	14.6
2000	02	161.9	112.9	0.70	172.1	116.8	173.2	176.8	16	15.1
2000	03	203.6	138.5	0.68	175.4	119.9	208.2	178.4	9	15.1
2000	04	193.4	125.5	0.65	176.3	120.8	184.2	180.5	15	15.0
2000	05	188.8	121.6	0.64	173.1	119.0	184.5	180.0	15	15.1
2000	06	190.3	124.9	0.66	172.0	118.7	179.8	179.7	15	15.1
2000	07	236.7	170.1	0.72	173.0	119.8	204.7	180.2	21	14.8
2000	08	166.6	130.5	0.78	171.8	118.6	163.1	179.4	16	14.2
2000	09	157.9	109.7	0.69	169.0	116.3	182.1	177.1	18	14.3
2000	10	138.9	99.4	0.72	166.2	114.5	167.7	175.5	18	15.0
2000	11	149.9	106.8	0.71	162.7	112.7	178.8	173.8	17	15.1
2000	12	146.4	104.4	0.71	160.8	112.0	173.6	172.0	7	14.7
2001	01	142.7	95.6	0.67	156.3	108.7	166.6	168.7	8	14.0
2001	02	131.0	80.6	0.62	151.4	104.0	146.7	165.6	7	13.3
2001	03	166.7	113.5	0.68	154.0	104.8	177.7	167.8	20	12.9
2001	04	163.6	107.7	0.66	159.4	107.5	178.1	171.6	22	12.8
2001	05	135.1	96.6	0.72	163.1	108.6	147.9	174.7	10	12.8
2001	06	196.7	134.0	0.68	167.2	109.8	173.7	178.7	10	12.8
2001	07	124.6	81.8	0.66	172.1	111.7	131.3	183.8	9	12.9
2001	08	159.4	106.4	0.67	176.7	113.6	163.1	188.8	11	13.0
2001	09	229.1	150.7	0.66	178.8	114.1	233.8	191.3	13	12.8
2001	10	197.4	125.5	0.64	179.5	114.0	208.1	191.9	20	12.1
2001	11	178.6	106.5	0.60	183.7	115.5	212.7	193.7	16	12.0
2001	12	217.5	132.2	0.61	184.5	114.6	235.6	193.9	9	12.0
2002	01	189.0	114.1	0.60	184.8	113.5	227.3	194.6	8	11.9
2002	02	194.5	107.4	0.55	188.6	114.6	205.0	197.2	10	12.1
2002	03	153.1	98.4	0.64	188.9	113.3	180.3	195.7	10	12.3
2002	04	194.9	120.7	0.62	186.2	110.5	189.8	191.5	17	12.5
2002	05	204.1	120.8	0.59	183.6	108.8	178.4	188.0	12	12.7
2002	06	146.0	88.3	0.60	179.9	106.2	148.7	182.9	7	12.9
2002	07	183.5	99.6	0.54	175.4	102.7	173.5	176.2	11	13.3
2002	08	191.0	116.4	0.61	169.2	98.7	183.9	169.3	14	13.8
2002	09	206.4	109.6	0.53	163.4	94.6	175.8	164.0	13	14.5
2002	10	153.9	97.5	0.63	158.8	90.5	167.0	159.3	25	15.1
2002	11	159.8	95.5	0.60	150.9	85.2	168.7	154.1	17	15.8
2002	12	147.9	80.8	0.55	145.0	82.0	157.2	150.7	13	17.1
2003	01	149.3	79.7	0.53	141.7	80.8	144.0	148.0	13	18.2
2003	02	87.0	46.0	0.53	136.4	78.3	124.5	143.5	17	18.9
2003	03	119.7	61.1	0.51	128.1	74.0	132.2	138.3	21	19.5
2003	04	119.7	60.0	0.50	121.5	70.1	126.3	135.0	20	20.1
2003	05	89.6	54.6	0.61	118.3	67.6	116.2	133.1	26	21.0
2003	06	118.4	77.4	0.65	113.6	65.0	129.3	130.2	24	21.5
2003	07	132.8	83.3	0.63	106.9	61.8	127.7	127.2	19	22.0
2003	08	114.3	72.7	0.64	102.8	60.0	122.1	125.2	23	22.3
2003	09	82.6	48.7	0.59	100.7	59.5	112.2	123.7	18	21.8
2003	10	118
